Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,½Ã°£,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,ÀüÀÏ´ëºñ,°Å·¡·®,°Å·¡´ë±Ý,´©ÀûÃ¼°á¸Åµµ¼ö·®,´©ÀûÃ¼°á¸Å¼ö¼ö·®,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,¿Ü±¹ÀÎÁÖ¹®ÇÑµµ¼ö·®,¿Ü±¹ÀÎÁÖ¹®°¡´É¼ö·®,¿Ü±¹ÀÎÇöº¸À¯¼ö·®,¿Ü±¹ÀÎÇöº¸À¯ºñÀ²,¼öÁ¤ÁÖ°¡ÀÏÀÚ,¼öÁ¤ÁÖ°¡ºñÀ²,±â°ü¼ø¸Å¼ö·®,±â°ü´©Àû¼ø¸Å¼ö·®,µî¶ôÁÖ¼±,µî¶ôºñÀ²,¿¹Å¹±Ý,ÁÖ½ÄÈ¸ÀüÀ²
A000545,Èï±¹È­Àç¿ì,20210615,1001,11450.0,11450.0,11450.0,11450.0,0.0,1988.0,22760000.0,0.0,2539.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210615,931,11450.0,11450.0,11450.0,11450.0,0.0,528.0,6050000.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210615,901,11700.0,11700.0,11700.0,11700.0,0.0,44.0,510000.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1530,11300.0,11300.0,11300.0,11300.0,0.0,2810.0,31750000.0,0.0,18285.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1501,11350.0,11350.0,11350.0,11350.0,0.0,175.0,1990000.0,0.0,15475.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1431,11300.0,11300.0,11300.0,11300.0,0.0,2152.0,24310000.0,0.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1401,11300.0,11300.0,11300.0,11300.0,0.0,446.0,5040000.0,0.0,13148.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1331,11250.0,11250.0,11250.0,11250.0,0.0,1120.0,12600000.0,0.0,12702.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1301,11400.0,11400.0,11400.0,11400.0,0.0,546.0,6230000.0,0.0,11582.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1231,11400.0,11400.0,11400.0,11400.0,0.0,2138.0,24370000.0,0.0,11036.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1201,11400.0,11400.0,11400.0,11400.0,0.0,555.0,6330000.0,0.0,8898.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1131,11400.0,11400.0,11400.0,11400.0,0.0,708.0,8070000.0,0.0,8343.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1101,11350.0,11350.0,11350.0,11350.0,0.0,413.0,4690000.0,0.0,7635.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1031,11350.0,11350.0,11350.0,11350.0,0.0,1860.0,21110000.0,0.0,7222.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,1001,11350.0,11350.0,11350.0,11350.0,0.0,1990.0,22590000.0,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,931,11450.0,11450.0,11450.0,11450.0,0.0,2859.0,32730000.0,0.0,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210618,901,11450.0,11450.0,11450.0,11450.0,0.0,513.0,5870000.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1530,11600.0,11600.0,11600.0,11600.0,0.0,1515.0,17570000.0,0.0,20289.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1501,11400.0,11400.0,11400.0,11400.0,0.0,5925.0,67550000.0,0.0,19019.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1431,11550.0,11550.0,11550.0,11550.0,0.0,904.0,10440000.0,0.0,13094.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1401,11550.0,11550.0,11550.0,11550.0,0.0,2670.0,30840000.0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1331,11650.0,11650.0,11650.0,11650.0,0.0,955.0,11120000.0,0.0,9520.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1301,11600.0,11600.0,11600.0,11600.0,0.0,745.0,8640000.0,0.0,8565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1231,11600.0,11600.0,11600.0,11600.0,0.0,969.0,11240000.0,0.0,7820.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1201,11650.0,11650.0,11650.0,11650.0,0.0,580.0,6760000.0,0.0,6851.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1131,11650.0,11650.0,11650.0,11650.0,0.0,1065.0,12410000.0,0.0,6271.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1101,11750.0,11750.0,11750.0,11750.0,0.0,826.0,9700000.0,0.0,5206.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1031,11800.0,11800.0,11800.0,11800.0,0.0,1200.0,14160000.0,0.0,4380.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,1001,11850.0,11850.0,11850.0,11850.0,0.0,1186.0,14060000.0,0.0,3180.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,931,11950.0,11950.0,11950.0,11950.0,0.0,979.0,11700000.0,0.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210617,901,11800.0,11800.0,11800.0,11800.0,0.0,3038.0,36650000.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1530,11350.0,11350.0,11350.0,11350.0,0.0,352.0,3990000.0,0.0,5539.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1501,11350.0,11350.0,11350.0,11350.0,0.0,389.0,4410000.0,0.0,5237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1431,11400.0,11400.0,11400.0,11400.0,0.0,183.0,2090000.0,0.0,4848.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1401,11400.0,11400.0,11400.0,11400.0,0.0,115.0,1310000.0,0.0,4665.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1331,11450.0,11450.0,11450.0,11450.0,0.0,64.0,730000.0,0.0,4550.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1301,11450.0,11450.0,11450.0,11450.0,0.0,122.0,1400000.0,0.0,4486.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1231,11500.0,11500.0,11500.0,11500.0,0.0,212.0,2440000.0,0.0,4364.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1201,11450.0,11450.0,11450.0,11450.0,0.0,11.0,120000.0,0.0,4152.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1131,11450.0,11450.0,11450.0,11450.0,0.0,472.0,5410000.0,0.0,4141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1101,11450.0,11450.0,11450.0,11450.0,0.0,383.0,4380000.0,0.0,3669.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1031,11450.0,11450.0,11450.0,11450.0,0.0,152.0,1740000.0,0.0,3286.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,1001,11500.0,11500.0,11500.0,11500.0,0.0,2029.0,23340000.0,0.0,3134.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,931,11500.0,11500.0,11500.0,11500.0,0.0,1056.0,12140000.0,0.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210622,901,11300.0,11300.0,11300.0,11300.0,0.0,59.0,660000.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1530,11200.0,11200.0,11200.0,11200.0,0.0,412.0,4610000.0,0.0,11236.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1501,11200.0,11200.0,11200.0,11200.0,0.0,149.0,1670000.0,0.0,10946.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1431,11200.0,11200.0,11200.0,11200.0,0.0,634.0,7100000.0,0.0,10797.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1401,11200.0,11200.0,11200.0,11200.0,0.0,651.0,7290000.0,0.0,10163.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1331,11200.0,11200.0,11200.0,11200.0,0.0,117.0,1310000.0,0.0,9512.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1301,11200.0,11200.0,11200.0,11200.0,0.0,138.0,1550000.0,0.0,9395.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1231,11150.0,11150.0,11150.0,11150.0,0.0,580.0,6460000.0,0.0,9257.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1201,11200.0,11200.0,11200.0,11200.0,0.0,530.0,5940000.0,0.0,8677.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1131,11200.0,11200.0,11200.0,11200.0,0.0,362.0,4060000.0,0.0,8147.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1101,11300.0,11300.0,11300.0,11300.0,0.0,396.0,4470000.0,0.0,7785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1031,11200.0,11200.0,11200.0,11200.0,0.0,458.0,5130000.0,0.0,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,1001,11000.0,11000.0,11000.0,11000.0,0.0,1144.0,12580000.0,0.0,6931.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000545,Èï±¹È­Àç¿ì,20210621,931,10900.0,10900.0,10900.0,10900.0,0.0,3158.0,34430000.0,0.0,5787.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
